level_0,index,incident_id,incident_date,state,city_or_country,address,killed,injured,incident_url,year,month-year
486,486,2289308,2022-04-27,Louisiana,Opelousas,700 block of Mia St,2,3,https://www.gunviolencearchive.org/incident/2289308,2022,04-2022
487,487,2288842,2022-04-27,Mississippi,Biloxi,2688 Beach Blvd,4,0,https://www.gunviolencearchive.org/incident/2288842,2022,04-2022
488,488,2289610,2022-04-27,Texas,San Antonio,3399 Wurzbach Rd,0,5,https://www.gunviolencearchive.org/incident/2289610,2022,04-2022
489,489,2289382,2022-04-27,Arizona,Phoenix,6719 W Thomas Rd,0,4,https://www.gunviolencearchive.org/incident/2289382,2022,04-2022
490,490,2287581,2022-04-25,Alabama,Birmingham,821 3rd Ave W,1,3,https://www.gunviolencearchive.org/incident/2287581,2022,04-2022
491,491,2286363,2022-04-24,South Carolina,Myrtle Beach,12th Ave N and Withers Alley,1,3,https://www.gunviolencearchive.org/incident/2286363,2022,04-2022
492,492,2286061,2022-04-24,Indiana,Lafayette,2905 Westchester Ln W,2,4,https://www.gunviolencearchive.org/incident/2286061,2022,04-2022
493,493,2285772,2022-04-23,Illinois,Chicago,2000 block of W 51st St,2,2,https://www.gunviolencearchive.org/incident/2285772,2022,04-2022
494,494,2285612,2022-04-23,North Carolina,Rocky Mount,1171 Jefferies Rd,0,4,https://www.gunviolencearchive.org/incident/2285612,2022,04-2022
495,495,2285860,2022-04-23,Georgia,Atlanta,135 Andrew Young International Blvd NW,0,5,https://www.gunviolencearchive.org/incident/2285860,2022,04-2022
496,496,2286089,2022-04-23,California,San Bernardino,1036 W Highland Ave,1,4,https://www.gunviolencearchive.org/incident/2286089,2022,04-2022
497,497,2285158,2022-04-22,Virginia,Petersburg,200 block of Holly Hill Dr,1,5,https://www.gunviolencearchive.org/incident/2285158,2022,04-2022
498,498,2285242,2022-04-22,Ohio,Cincinnati,Kemper Ln and E McMillan St,0,4,https://www.gunviolencearchive.org/incident/2285242,2022,04-2022
499,499,2284819,2022-04-22,District of Columbia,Washington,2900 block of Van Ness St NW,1,4,https://www.gunviolencearchive.org/incident/2284819,2022,04-2022
500,500,2285267,2022-04-21,Arkansas,Mountain View,646 Northcutt Rd,4,0,https://www.gunviolencearchive.org/incident/2285267,2022,04-2022
501,501,2283535,2022-04-20,Minnesota,Duluth,715 E 12th St,5,0,https://www.gunviolencearchive.org/incident/2283535,2022,04-2022
502,502,2281171,2022-04-17,Pennsylvania,Philadelphia,2800 block of Orkney St,0,4,https://www.gunviolencearchive.org/incident/2281171,2022,04-2022
503,503,2281541,2022-04-17,Oregon,Portland,16150 SE Stark St,1,3,https://www.gunviolencearchive.org/incident/2281541,2022,04-2022
504,504,2280875,2022-04-17,South Carolina,Furman,72 Ashley Circle Rd,0,9,https://www.gunviolencearchive.org/incident/2280875,2022,04-2022
505,505,2281164,2022-04-17,California,Sacramento,7200 block of Franklin Blvd,1,3,https://www.gunviolencearchive.org/incident/2281164,2022,04-2022
506,506,2281483,2022-04-17,Florida,Miami,15020 South River Dr,1,3,https://www.gunviolencearchive.org/incident/2281483,2022,04-2022
507,507,2280711,2022-04-17,Pennsylvania,Pittsburgh,900B Madison Ave,2,9,https://www.gunviolencearchive.org/incident/2280711,2022,04-2022
508,508,2282256,2022-04-17,Louisiana,Baldwin,Rosebud Rd and Baptiste St,0,5,https://www.gunviolencearchive.org/incident/2282256,2022,04-2022
509,509,2280204,2022-04-16,South Carolina,Columbia,100 Columbiana Cir,0,9,https://www.gunviolencearchive.org/incident/2280204,2022,04-2022
510,510,2280495,2022-04-16,Maryland,Baltimore,5300 block of Maple Ave,1,3,https://www.gunviolencearchive.org/incident/2280495,2022,04-2022
511,511,2281244,2022-04-16,Nevada,North Las Vegas,4900 block of Support St,0,4,https://www.gunviolencearchive.org/incident/2281244,2022,04-2022
512,512,2281410,2022-04-16,Texas,Daingerfield,FM 144 and Edwards Rd,1,6,https://www.gunviolencearchive.org/incident/2281410,2022,04-2022
513,513,2280017,2022-04-16,New York,Syracuse,300 block of S Clinton St,1,4,https://www.gunviolencearchive.org/incident/2280017,2022,04-2022
514,514,2280504,2022-04-15,California,Stockton,300 block of Coventry Dr,2,2,https://www.gunviolencearchive.org/incident/2280504,2022,04-2022
515,515,2276339,2022-04-12,New York,Brooklyn,36th St and 4th Ave,0,10,https://www.gunviolencearchive.org/incident/2276339,2022,04-2022
516,516,2277011,2022-04-12,New York,Bronx,2825 Olinville Ave,1,3,https://www.gunviolencearchive.org/incident/2277011,2022,04-2022
517,517,2275242,2022-04-10,Louisiana,Baton Rouge,2700 block of Lorraine St,0,4,https://www.gunviolencearchive.org/incident/2275242,2022,04-2022
518,518,2274790,2022-04-10,Iowa,Cedar Rapids,415 3rd St SE,3,9,https://www.gunviolencearchive.org/incident/2274790,2022,04-2022
519,519,2274803,2022-04-10,Illinois,Elgin,958 Congdon Ave,2,4,https://www.gunviolencearchive.org/incident/2274803,2022,04-2022
520,520,2275283,2022-04-10,California,Willowbrook,Blakley Ave and E 122nd Pl,2,5,https://www.gunviolencearchive.org/incident/2275283,2022,04-2022
521,521,2274783,2022-04-10,Indiana,Indianapolis,4270 W 38th St,1,5,https://www.gunviolencearchive.org/incident/2274783,2022,04-2022
522,522,2274296,2022-04-09,Florida,Miami,6816 NW 15th Ave,0,4,https://www.gunviolencearchive.org/incident/2274296,2022,04-2022
523,523,2274855,2022-04-09,District of Columbia,Washington,O St SW and Half St SW,0,4,https://www.gunviolencearchive.org/incident/2274855,2022,04-2022
524,524,2272394,2022-04-06,Pennsylvania,Philadelphia,Griscom St and Arrott St,1,4,https://www.gunviolencearchive.org/incident/2272394,2022,04-2022
525,525,2270747,2022-04-04,Kentucky,Covington,Russell St and W 16th St,0,4,https://www.gunviolencearchive.org/incident/2270747,2022,04-2022
526,526,2270578,2022-04-04,Connecticut,Hartford,Bedford St and Mather St,1,3,https://www.gunviolencearchive.org/incident/2270578,2022,04-2022
527,527,2269429,2022-04-03,New York,Buffalo,400 block of Genesee St,0,4,https://www.gunviolencearchive.org/incident/2269429,2022,04-2022
528,528,2269745,2022-04-03,California,San Francisco,670 Brunswick St,2,2,https://www.gunviolencearchive.org/incident/2269745,2022,04-2022
529,529,2269100,2022-04-03,Texas,Dallas,5050 Cleveland Rd,1,16,https://www.gunviolencearchive.org/incident/2269100,2022,04-2022
530,530,2269082,2022-04-03,California,Sacramento,J St and 10th St,6,12,https://www.gunviolencearchive.org/incident/2269082,2022,04-2022
531,531,2268723,2022-04-02,North Carolina,Shelby,1851 E Dixon Blvd,1,3,https://www.gunviolencearchive.org/incident/2268723,2022,04-2022
532,532,2268762,2022-04-02,Louisiana,Monroe,100 Sterlington Rd,1,5,https://www.gunviolencearchive.org/incident/2268762,2022,04-2022
533,533,2269059,2022-04-02,Colorado,Colorado Springs,2400 block of Barkman Dr,0,4,https://www.gunviolencearchive.org/incident/2269059,2022,04-2022
534,534,2269034,2022-04-02,Louisiana,Shreveport,2025 Marshall St,1,3,https://www.gunviolencearchive.org/incident/2269034,2022,04-2022
535,535,2269259,2022-04-01,South Carolina,Walterboro,1900 Block of Logan Farm Rd,0,4,https://www.gunviolencearchive.org/incident/2269259,2022,04-2022
536,536,2264094,2022-03-26,California,Hollister,Rustic St and Roble St,2,3,https://www.gunviolencearchive.org/incident/2264094,2022,03-2022
537,537,2265029,2022-03-26,Ohio,Cleveland,1437 St Clair Ave NE,0,4,https://www.gunviolencearchive.org/incident/2265029,2022,03-2022
538,538,2263608,2022-03-25,Colorado,Colorado Springs,820 Citadel Dr E,2,2,https://www.gunviolencearchive.org/incident/2263608,2022,03-2022
539,539,2260129,2022-03-22,California,Stockton,1800 West Lane,1,3,https://www.gunviolencearchive.org/incident/2260129,2022,03-2022
540,540,2259262,2022-03-21,Connecticut,Waterbury,23 Scovill St,0,4,https://www.gunviolencearchive.org/incident/2259262,2022,03-2022
541,541,2259413,2022-03-21,Illinois,Chicago,1650 E 79th St,2,2,https://www.gunviolencearchive.org/incident/2259413,2022,03-2022
542,542,2258324,2022-03-20,Wisconsin,Milwaukee,2822 W Melvina St,0,4,https://www.gunviolencearchive.org/incident/2258324,2022,03-2022
543,543,2258156,2022-03-20,Texas,Austin,E 6th St and Neches St,0,4,https://www.gunviolencearchive.org/incident/2258156,2022,03-2022
544,544,2258224,2022-03-20,Texas,Houston,2955 S Sam Houston Pkwy E,1,3,https://www.gunviolencearchive.org/incident/2258224,2022,03-2022
545,545,2257316,2022-03-19,Virginia,Norfolk,320 Granby St,3,2,https://www.gunviolencearchive.org/incident/2257316,2022,03-2022
546,546,2258012,2022-03-19,North Carolina,Fayetteville,1707 Owen Dr,3,3,https://www.gunviolencearchive.org/incident/2258012,2022,03-2022
547,547,2257739,2022-03-19,Arkansas,Dumas,611 Highway 65 S,1,26,https://www.gunviolencearchive.org/incident/2257739,2022,03-2022
548,548,2257674,2022-03-19,Virginia,Madison Heights,351 Old Wright Shop Rd,1,4,https://www.gunviolencearchive.org/incident/2257674,2022,03-2022
549,549,2258182,2022-03-19,Texas,Dallas,5214 Botham Jean Blvd,1,9,https://www.gunviolencearchive.org/incident/2258182,2022,03-2022
550,550,2256453,2022-03-18,Texas,Fort Worth,1600 block of NW Loraine St,1,3,https://www.gunviolencearchive.org/incident/2256453,2022,03-2022
551,551,2257778,2022-03-18,Louisiana,New Iberia,200 block of C V Jackson Dr,0,5,https://www.gunviolencearchive.org/incident/2257778,2022,03-2022
552,552,2257132,2022-03-17,Michigan,Lansing,2200 block of E Michigan Ave,0,4,https://www.gunviolencearchive.org/incident/2257132,2022,03-2022
553,553,2256398,2022-03-17,Illinois,Chicago,4100 block of W Monroe St,0,4,https://www.gunviolencearchive.org/incident/2256398,2022,03-2022
554,554,2255816,2022-03-17,Florida,Fort Lauderdale,1300 W Broward Blvd,2,2,https://www.gunviolencearchive.org/incident/2255816,2022,03-2022
555,555,2255832,2022-03-16,New Jersey,Irvington,800 block of 18th Ave,1,3,https://www.gunviolencearchive.org/incident/2255832,2022,03-2022
556,556,2256080,2022-03-16,New Jersey,Irvington,862 18th Ave,1,3,https://www.gunviolencearchive.org/incident/2256080,2022,03-2022
557,557,2254579,2022-03-15,Alabama,Ozark,1001 US Hwy 231,0,5,https://www.gunviolencearchive.org/incident/2254579,2022,03-2022
558,558,2253714,2022-03-14,Pennsylvania,Reading,1300 block of Meade St,1,3,https://www.gunviolencearchive.org/incident/2253714,2022,03-2022
559,559,2252873,2022-03-13,Illinois,Chicago,7902 S Exchange Ave,0,7,https://www.gunviolencearchive.org/incident/2252873,2022,03-2022
560,560,2252500,2022-03-13,New York,Rochester,471 State St,2,2,https://www.gunviolencearchive.org/incident/2252500,2022,03-2022
561,561,2252792,2022-03-13,South Carolina,Columbia,810 Pulaski St,1,4,https://www.gunviolencearchive.org/incident/2252792,2022,03-2022
562,562,2252719,2022-03-12,Maryland,Baltimore,Gwynn Oak Ave and Liberty Heights Ave,3,1,https://www.gunviolencearchive.org/incident/2252719,2022,03-2022
563,563,2253654,2022-03-12,Alabama,Autaugaville,200 block of N Pickett St,1,3,https://www.gunviolencearchive.org/incident/2253654,2022,03-2022
564,564,2251416,2022-03-11,Ohio,Columbus,1644 E Dublin-Granville Rd,2,2,https://www.gunviolencearchive.org/incident/2251416,2022,03-2022
565,565,2250540,2022-03-09,Colorado,Aurora,3300 N Ouray St,1,4,https://www.gunviolencearchive.org/incident/2250540,2022,03-2022
566,566,2250151,2022-03-08,Florida,Jacksonville,Duval Station Rd and Starratt Rd,1,4,https://www.gunviolencearchive.org/incident/2250151,2022,03-2022
567,567,2249608,2022-03-07,Tennessee,Knoxville,5800 block of Primus Rd,0,4,https://www.gunviolencearchive.org/incident/2249608,2022,03-2022
568,568,2247617,2022-03-06,Minnesota,Minneapolis,2720 Blaisdell Ave,1,3,https://www.gunviolencearchive.org/incident/2247617,2022,03-2022
569,569,2248066,2022-03-06,Pennsylvania,Hazleton,182 S  Wyoming St,1,4,https://www.gunviolencearchive.org/incident/2248066,2022,03-2022
570,570,2247842,2022-03-06,Kentucky,Louisville,601 E Jefferson St,0,4,https://www.gunviolencearchive.org/incident/2247842,2022,03-2022
571,571,2247828,2022-03-06,Texas,Lubbock,1800 block of Parkway Dr,0,4,https://www.gunviolencearchive.org/incident/2247828,2022,03-2022
572,572,2247622,2022-03-06,South Carolina,Chester,Powell Dr and Harvey Neely Rd,2,3,https://www.gunviolencearchive.org/incident/2247622,2022,03-2022
573,573,2248613,2022-03-06,Louisiana,Monroe,1051 Martin Luther King Junior Drive,0,4,https://www.gunviolencearchive.org/incident/2248613,2022,03-2022
574,574,2247747,2022-03-05,Arizona,Glendale,4810 W Glendale Ave,1,3,https://www.gunviolencearchive.org/incident/2247747,2022,03-2022
575,575,2247025,2022-03-05,Georgia,Atlanta,I-75 and Arthur B. Langford Jr. Pkwy,0,4,https://www.gunviolencearchive.org/incident/2247025,2022,03-2022
576,576,2246387,2022-03-03,Nevada,Las Vegas,4055 S University Center Dr,1,6,https://www.gunviolencearchive.org/incident/2246387,2022,03-2022
577,577,2245620,2022-03-02,Maryland,Baltimore,Walbrook Ave and N Dukeland St,1,3,https://www.gunviolencearchive.org/incident/2245620,2022,03-2022
578,578,2243861,2022-02-28,California,Sacramento,2041 Wyda Way,5,0,https://www.gunviolencearchive.org/incident/2243861,2022,02-2022
579,579,2243285,2022-02-27,Louisiana,Alexandria,3700 block of 3rd St,0,4,https://www.gunviolencearchive.org/incident/2243285,2022,02-2022
580,580,2242345,2022-02-26,South Carolina,North Charleston,2622 S Allen Dr,1,3,https://www.gunviolencearchive.org/incident/2242345,2022,02-2022
581,581,2242153,2022-02-26,Nevada,Las Vegas,953 E Sahara Ave,1,14,https://www.gunviolencearchive.org/incident/2242153,2022,02-2022
582,582,2244673,2022-02-26,Louisiana,Bogalusa,E 4th St and Martin Luther King Jr Dr,0,10,https://www.gunviolencearchive.org/incident/2244673,2022,02-2022
583,583,2241857,2022-02-25,Louisiana,Baton Rouge,6401 Bluebonnet Blvd,2,2,https://www.gunviolencearchive.org/incident/2241857,2022,02-2022
584,584,2241299,2022-02-24,Texas,San Antonio,90 Lanark Dr,0,4,https://www.gunviolencearchive.org/incident/2241299,2022,02-2022
585,585,2238575,2022-02-21,Minnesota,Saint Paul,488 Humboldt Ave,1,3,https://www.gunviolencearchive.org/incident/2238575,2022,02-2022
586,586,2238165,2022-02-20,Iowa,Des Moines,100 block of Water St,0,4,https://www.gunviolencearchive.org/incident/2238165,2022,02-2022
587,587,2238657,2022-02-20,Nebraska,Omaha,1817 N 33rd St,0,4,https://www.gunviolencearchive.org/incident/2238657,2022,02-2022
588,588,2238403,2022-02-20,Oregon,Portland,SE Foster Rd and 128th Ave,1,3,https://www.gunviolencearchive.org/incident/2238403,2022,02-2022
589,589,2238312,2022-02-20,Mississippi,Mccomb,Minnesota Ave and 6th St,1,3,https://www.gunviolencearchive.org/incident/2238312,2022,02-2022
590,590,2237697,2022-02-19,Oregon,Portland,NE 55th Ave and NE Hassalo St,1,6,https://www.gunviolencearchive.org/incident/2237697,2022,02-2022
591,591,2237593,2022-02-19,Missouri,Charleston,106 S Franklin St,2,14,https://www.gunviolencearchive.org/incident/2237593,2022,02-2022
592,592,2237196,2022-02-19,California,Turlock,142 S 1st St,0,7,https://www.gunviolencearchive.org/incident/2237196,2022,02-2022
593,593,2237058,2022-02-19,North Carolina,Durham,1400 E Cornwallis Rd,2,2,https://www.gunviolencearchive.org/incident/2237058,2022,02-2022
594,594,2236857,2022-02-18,Maryland,Temple Hills (Marlow Heights),4200 block of 28th Ave,2,2,https://www.gunviolencearchive.org/incident/2236857,2022,02-2022
595,595,2236155,2022-02-17,Pennsylvania,Philadelphia,164 W Chelten Ave,0,4,https://www.gunviolencearchive.org/incident/2236155,2022,02-2022
596,596,2235778,2022-02-17,Texas,Houston,3000 Blodgett St,0,5,https://www.gunviolencearchive.org/incident/2235778,2022,02-2022
597,597,2235366,2022-02-16,Florida,Miami,NW 99th St and NW 21st Ave,1,3,https://www.gunviolencearchive.org/incident/2235366,2022,02-2022
598,598,2234868,2022-02-15,Illinois,Joliet,700 block of Francis St,1,3,https://www.gunviolencearchive.org/incident/2234868,2022,02-2022
599,599,2232854,2022-02-13,Wisconsin,Racine,7th St and Park Ave,1,5,https://www.gunviolencearchive.org/incident/2232854,2022,02-2022
600,600,2232287,2022-02-12,California,West Hollywood,401 N La Cienega Blvd,0,4,https://www.gunviolencearchive.org/incident/2232287,2022,02-2022
601,601,2232351,2022-02-12,Tennessee,Murfreesboro,1644 Middle Tennessee Blvd,1,4,https://www.gunviolencearchive.org/incident/2232351,2022,02-2022
602,602,2232476,2022-02-12,Arkansas,Little Rock,200 block of E 7th St,1,3,https://www.gunviolencearchive.org/incident/2232476,2022,02-2022
603,603,2231921,2022-02-11,Missouri,Springfield,E Kearney St and N Prospect Ave,0,4,https://www.gunviolencearchive.org/incident/2231921,2022,02-2022
604,604,2231371,2022-02-11,Arizona,Phoenix,5405 W Warner St,2,9,https://www.gunviolencearchive.org/incident/2231371,2022,02-2022
605,605,2228979,2022-02-06,Illinois,Romeoville,735 N Center Blvd,0,5,https://www.gunviolencearchive.org/incident/2228979,2022,02-2022
606,606,2228510,2022-02-06,California,Fresno,S Clara Ave and E Lorena Ave,2,2,https://www.gunviolencearchive.org/incident/2228510,2022,02-2022
607,607,2228660,2022-02-06,North Carolina,Wilmington,200 block of North 31st St,0,4,https://www.gunviolencearchive.org/incident/2228660,2022,02-2022
608,608,2227759,2022-02-06,Florida,Fort Lauderdale,5280 FL-7,0,4,https://www.gunviolencearchive.org/incident/2227759,2022,02-2022
609,609,2227058,2022-02-05,Texas,Corsicana,2919 W 2nd Ave,8,0,https://www.gunviolencearchive.org/incident/2227058,2022,02-2022
610,610,2227187,2022-02-05,New Mexico,Las Cruces,1900 block of Gladys Dr,1,3,https://www.gunviolencearchive.org/incident/2227187,2022,02-2022
611,611,2227035,2022-02-04,Virginia,Blacksburg,109 N Main St,1,4,https://www.gunviolencearchive.org/incident/2227035,2022,02-2022
612,612,2225493,2022-02-02,California,Oroville,410 Oro Dam Blvd E,1,4,https://www.gunviolencearchive.org/incident/2225493,2022,02-2022
613,613,2224788,2022-02-01,Wisconsin,Milwaukee,1801 W Olive St,0,5,https://www.gunviolencearchive.org/incident/2224788,2022,02-2022
614,614,2224013,2022-01-31,North Carolina,Raleigh,3120 New Bern Ave,1,3,https://www.gunviolencearchive.org/incident/2224013,2022,01-2022
615,615,2222953,2022-01-30,Florida,Winter Haven,Buckeye Loop Rd and MLK Blvd NE,1,4,https://www.gunviolencearchive.org/incident/2222953,2022,01-2022
616,616,2223019,2022-01-30,Georgia,Augusta,2623 Deans Bridge Rd,1,3,https://www.gunviolencearchive.org/incident/2223019,2022,01-2022
617,617,2222557,2022-01-29,Missouri,Saint Louis,4900 block of Cote Brilliante,3,1,https://www.gunviolencearchive.org/incident/2222557,2022,01-2022
618,618,2222383,2022-01-29,Georgia,Atlanta,899 Martin Luther King Jr Dr NW,1,3,https://www.gunviolencearchive.org/incident/2222383,2022,01-2022
619,619,2222766,2022-01-29,California,Bakersfield,10612 Rosedale Hwy,0,4,https://www.gunviolencearchive.org/incident/2222766,2022,01-2022
620,620,2220985,2022-01-27,District of Columbia,Washington,4400 Connecticut Ave,1,4,https://www.gunviolencearchive.org/incident/2220985,2022,01-2022
621,621,2217882,2022-01-23,California,Inglewood,1300 block of North Park Ave,4,1,https://www.gunviolencearchive.org/incident/2217882,2022,01-2022
622,622,2218159,2022-01-23,Wisconsin,Milwaukee,2505 N 21st St,6,0,https://www.gunviolencearchive.org/incident/2218159,2022,01-2022
623,623,2215955,2022-01-19,Maryland,Baltimore,E Monument St and N Montford Ave,3,1,https://www.gunviolencearchive.org/incident/2215955,2022,01-2022
624,624,2215256,2022-01-19,Louisiana,New Orleans,7800 block of Keats St,0,4,https://www.gunviolencearchive.org/incident/2215256,2022,01-2022
625,625,2214013,2022-01-18,Florida,Miami,10702 NW 7th Ave,1,4,https://www.gunviolencearchive.org/incident/2214013,2022,01-2022
626,626,2214306,2022-01-17,Texas,San Antonio,400 block of Spriggsdale Ave,1,4,https://www.gunviolencearchive.org/incident/2214306,2022,01-2022
627,627,2213456,2022-01-16,Georgia,Savannah,1100 Graydon St,1,3,https://www.gunviolencearchive.org/incident/2213456,2022,01-2022
628,628,2212203,2022-01-15,Tennessee,Knoxville,2700 block of Tarleton Ave,0,4,https://www.gunviolencearchive.org/incident/2212203,2022,01-2022
629,629,2212018,2022-01-15,Georgia,Brunswick,2717 Glynn Ave,1,5,https://www.gunviolencearchive.org/incident/2212018,2022,01-2022
630,630,2211746,2022-01-14,Oregon,Eugene,219 W 8th Ave,0,6,https://www.gunviolencearchive.org/incident/2211746,2022,01-2022
631,631,2210480,2022-01-13,New York,Brooklyn,1014 E 92nd St,1,3,https://www.gunviolencearchive.org/incident/2210480,2022,01-2022
632,632,2209840,2022-01-12,Illinois,Chicago,S King Dr and E 63rd St,0,4,https://www.gunviolencearchive.org/incident/2209840,2022,01-2022
633,633,2207435,2022-01-09,California,Fresno,724 E Olive Ave,0,4,https://www.gunviolencearchive.org/incident/2207435,2022,01-2022
634,634,2207931,2022-01-09,California,Los Angeles,W 35th St and S Hill St,2,4,https://www.gunviolencearchive.org/incident/2207931,2022,01-2022
635,635,2207469,2022-01-09,Alabama,Montgomery,3020 Atlanta Hwy,1,6,https://www.gunviolencearchive.org/incident/2207469,2022,01-2022
636,636,2207406,2022-01-09,Colorado,Colorado Springs,1960 Chelton Rd,2,3,https://www.gunviolencearchive.org/incident/2207406,2022,01-2022
637,637,2206813,2022-01-08,Texas,Houston,7136 Clarewood Dr,1,3,https://www.gunviolencearchive.org/incident/2206813,2022,01-2022
638,638,2205024,2022-01-04,Mississippi,Jackson,3207 W Capitol St,1,3,https://www.gunviolencearchive.org/incident/2205024,2022,01-2022
639,639,2202976,2022-01-02,Texas,Corsicana,1100 block of S 29th St,2,2,https://www.gunviolencearchive.org/incident/2202976,2022,01-2022
640,640,2202727,2022-01-02,Texas,San Antonio,427 Montrose,2,2,https://www.gunviolencearchive.org/incident/2202727,2022,01-2022
641,641,2202025,2022-01-01,Missouri,Columbia,122 S 9th St,0,4,https://www.gunviolencearchive.org/incident/2202025,2022,01-2022
642,642,2201629,2022-01-01,Pennsylvania,Philadelphia,1600 block of Cecil B Moore Ave,1,4,https://www.gunviolencearchive.org/incident/2201629,2022,01-2022
643,643,2201641,2022-01-01,Wisconsin,Kenosha,1708 52nd St,1,3,https://www.gunviolencearchive.org/incident/2201641,2022,01-2022
644,644,2202001,2022-01-01,Illinois,Peoria,2000 block of SW Adams St,2,2,https://www.gunviolencearchive.org/incident/2202001,2022,01-2022
645,645,2201876,2022-01-01,South Carolina,Dillon,3261 Hwy 9,0,5,https://www.gunviolencearchive.org/incident/2201876,2022,01-2022
646,646,2201848,2022-01-01,Indiana,South Bend,1500 block of S Miami St,0,4,https://www.gunviolencearchive.org/incident/2201848,2022,01-2022
647,647,2201677,2022-01-01,Colorado,Denver,1919 Blake St,2,2,https://www.gunviolencearchive.org/incident/2201677,2022,01-2022
